LastReportDate,Sex,NZAgeGroup,Cases
2021-08-26,Female,5-19,245
2021-08-25,Female,<1,5
2021-08-26,Male,20-34,598
2021-04-06,Male,>=80,21
2021-08-26,Female,65-79,95
2021-08-26,Male,35-49,375
2021-08-25,Male,1-4,37
2021-08-26,Male,5-19,173
2021-08-26,Female,20-34,599
2021-08-26,Female,50-64,281
2021-08-26,Female,35-49,331
2021-08-26,,5-19,1
2021-08-19,Female,>=80,23
2021-08-26,Male,<1,14
2021-07-06,Unknown,35-49,2
2021-08-25,Male,65-79,134
2021-08-26,Female,1-4,48
2021-08-26,Male,50-64,316
