LastReportDate,Sex,NZAgeGroup,Cases
2021-08-24,Female,5-19,219
2021-04-26,Female,<1,4
2021-08-23,Male,20-34,571
2021-04-06,Male,>=80,21
2021-08-23,Female,65-79,91
2021-08-23,Male,35-49,362
2021-08-19,Male,1-4,34
2021-08-23,,50-64,1
2021-08-23,Male,5-19,148
2021-08-23,Female,20-34,561
2021-08-23,Female,50-64,262
2021-08-24,Female,35-49,310
2021-08-19,Female,>=80,23
2021-08-23,Male,<1,12
2021-07-06,Unknown,35-49,2
2021-08-22,Male,65-79,130
2021-08-23,Female,1-4,42
2021-08-23,Male,50-64,303
