LastReportDate,Sex,NZAgeGroup,Cases
2021-08-20,Female,5-19,196
2021-04-26,Female,<1,4
2021-08-20,Male,20-34,547
2021-04-06,Male,>=80,21
2021-08-18,Female,65-79,87
2021-08-18,Male,35-49,355
2021-08-19,Male,1-4,34
2021-08-19,Male,5-19,133
2021-08-20,Female,20-34,543
2021-08-17,Female,50-64,254
2021-08-19,Female,35-49,301
2021-08-19,Female,>=80,23
2021-07-16,Male,<1,11
2021-07-06,Unknown,35-49,2
2021-08-20,Male,65-79,126
2021-08-11,Female,1-4,39
2021-08-20,Male,50-64,292
