LastReportDate,Sex,NZAgeGroup,Cases
2021-08-21,Female,5-19,201
2021-04-26,Female,<1,4
2021-08-21,Male,20-34,551
2021-04-06,Male,>=80,21
2021-08-21,Female,65-79,89
2021-08-18,Male,35-49,354
2021-08-19,Male,1-4,34
2021-08-20,Male,5-19,134
2021-08-20,Female,20-34,548
2021-08-21,Female,50-64,255
2021-08-21,Female,35-49,304
2021-08-19,Female,>=80,23
2021-07-16,Male,<1,11
2021-07-06,Unknown,35-49,2
2021-08-20,Male,65-79,127
2021-08-19,Female,1-4,40
2021-08-20,Male,50-64,294
