LastReportDate,Sex,NZAgeGroup,Cases
2021-07-15,Female,5-19,185
2021-04-26,Female,<1,4
2021-08-03,Male,20-34,527
2021-04-06,Male,>=80,21
2021-07-28,Female,65-79,85
2021-08-04,Male,35-49,340
2021-07-30,Male,1-4,32
2021-08-03,Male,5-19,125
2021-07-28,Female,20-34,532
2021-07-23,Female,50-64,252
2021-08-01,Female,35-49,296
2021-04-23,Female,>=80,22
2021-07-16,Male,<1,11
2021-07-06,Unknown,35-49,2
2021-07-28,Female,1-4,38
2021-07-30,Male,65-79,124
2021-07-28,Male,50-64,284
