LastReportDate,Sex,NZAgeGroup,Cases
2021-08-09,Female,5-19,189
2021-04-26,Female,<1,4
2021-08-13,Male,20-34,537
2021-04-06,Male,>=80,21
2021-08-14,Female,65-79,86
2021-08-14,Male,35-49,353
2021-08-06,Male,1-4,33
2021-08-15,Male,5-19,129
2021-08-15,Female,20-34,537
2021-08-11,Female,50-64,253
2021-08-10,Female,35-49,298
2021-04-23,Female,>=80,22
2021-07-16,Male,<1,11
2021-07-06,Unknown,35-49,2
2021-08-14,Male,65-79,125
2021-08-11,Female,1-4,39
2021-08-11,Male,50-64,287
