LastReportDate,Sex,NZAgeGroup,Cases
2021-08-21,Female,5-19,202
2021-08-21,,35-49,1
2021-04-26,Female,<1,4
2021-08-21,Male,20-34,554
2021-04-06,Male,>=80,21
2021-08-21,Female,65-79,89
2021-08-21,Male,35-49,355
2021-08-19,Male,1-4,34
2021-08-21,Male,5-19,137
2021-08-22,Female,20-34,553
2021-08-21,Female,50-64,258
2021-08-21,Female,35-49,305
2021-08-19,Female,>=80,23
2021-07-16,Male,<1,11
2021-07-06,Unknown,35-49,2
2021-08-21,Male,65-79,129
2021-08-19,Female,1-4,40
2021-08-22,Male,50-64,298
