LastReportDate,Sex,NZAgeGroup,Cases
2021-09-09,Female,5-19,339
2021-08-27,Female,<1,6
2021-09-09,Male,20-34,688
2021-04-06,Male,>=80,21
2021-09-07,Female,65-79,102
2021-09-09,Male,35-49,416
2021-09-09,Male,1-4,50
2021-09-10,Male,5-19,274
2021-09-09,Female,20-34,688
2021-09-07,Female,50-64,317
2021-09-09,Female,35-49,367
2021-09-09,,5-19,3
2021-08-31,Female,>=80,24
2021-08-31,Male,<1,16
2021-07-06,Unknown,35-49,2
2021-09-09,Female,1-4,67
2021-09-05,Male,65-79,138
2021-09-08,Male,50-64,348
