LastReportDate,Ethnicity,Cases
2021-11-06,Unknown,113
2021-11-06,Middle Eastern/Latin American/African,220
2021-11-06,Maori,1795
2021-11-06,European or Other,2561
2021-11-06,Pacific Peoples,1633
2021-11-06,Asian,1134
