LastReportDate,Ethnicity,Cases
2021-09-26,Unknown,32
2021-09-25,Middle Eastern/Latin American/African,172
2021-09-25,Maori,387
2021-09-25,European or Other,1666
2021-09-25,Pacific Peoples,992
2021-09-24,Asian,934
