LastReportDate,Ethnicity,Cases
2021-12-11,Asian,1424
2021-12-11,European or Other,3373
2021-12-11,Maori,4641
2021-12-11,Middle Eastern/Latin American/African,308
2021-12-11,Pacific Peoples,3042
2021-12-11,Unknown,97
