LastReportDate,Ethnicity,Cases
2021-12-15,Asian,1445
2021-12-15,European or Other,3400
2021-12-15,Maori,4777
2021-12-11,Middle Eastern/Latin American/African,310
2021-12-15,Pacific Peoples,3151
2021-12-15,Unknown,61
