LastReportDate,Ethnicity,Cases
2021-12-07,Asian,1377
2021-12-07,European or Other,3296
2021-12-07,Maori,4414
2021-12-07,Middle Eastern/Latin American/African,298
2021-12-07,Pacific Peoples,2888
2021-12-06,Unknown,156
