LastReportDate,Ethnicity,Cases
2021-11-25,Asian,1290
2021-11-24,European or Other,3100
2021-11-25,Maori,3582
2021-11-24,Middle Eastern/Latin American/African,265
2021-11-25,Pacific Peoples,2432
2021-11-25,Unknown,137
