LastReportDate,Ethnicity,Cases
2021-10-27,Unknown,78
2021-10-27,Middle Eastern/Latin American/African,197
2021-10-27,Maori,1175
2021-10-27,European or Other,2175
2021-10-27,Pacific Peoples,1336
2021-10-27,Asian,1034
