LastReportDate,Ethnicity,Cases
2021-09-24,Unknown,29
2021-09-27,Middle Eastern/Latin American/African,173
2021-09-28,Maori,398
2021-09-27,European or Other,1669
2021-09-27,Pacific Peoples,1003
2021-09-24,Asian,932
