LastReportDate,Ethnicity,Cases
2021-11-26,Asian,1297
2021-11-26,European or Other,3124
2021-11-26,Maori,3675
2021-11-25,Middle Eastern/Latin American/African,267
2021-11-25,Pacific Peoples,2466
2021-11-25,Unknown,138
