LastReportDate,Ethnicity,Cases
2021-09-05,Unknown,21
2021-09-04,Middle Eastern/Latin American/African,163
2021-09-05,Maori,268
2021-09-05,European or Other,1634
2021-09-06,Pacific Peoples,816
2021-09-04,Asian,890
