LastReportDate,Ethnicity,Cases
2021-12-03,Asian,1360
2021-12-03,European or Other,3252
2021-12-04,Maori,4248
2021-12-03,Middle Eastern/Latin American/African,281
2021-12-03,Pacific Peoples,2788
2021-12-03,Unknown,159
