LastReportDate,Ethnicity,Cases
2021-11-11,Unknown,105
2021-11-11,Middle Eastern/Latin American/African,237
2021-11-12,Maori,2214
2021-11-11,European or Other,2746
2021-11-11,Pacific Peoples,1825
2021-11-10,Asian,1179
