LastReportDate,Ethnicity,Cases
2021-10-09,Unknown,36
2021-10-10,Middle Eastern/Latin American/African,175
2021-10-10,Maori,603
2021-10-11,European or Other,1769
2021-10-11,Pacific Peoples,1112
2021-10-10,Asian,964
