LastReportDate,Ethnicity,Cases
2021-11-10,Unknown,86
2021-11-09,Middle Eastern/Latin American/African,233
2021-11-10,Maori,2022
2021-11-09,European or Other,2668
2021-11-09,Pacific Peoples,1742
2021-11-09,Asian,1171
