LastReportDate,Ethnicity,Cases
2021-09-26,Unknown,32
2021-09-25,Middle Eastern/Latin American/African,172
2021-09-26,Maori,392
2021-09-25,European or Other,1665
2021-09-26,Pacific Peoples,999
2021-09-24,Asian,934
