LastReportDate,Ethnicity,Cases
2021-12-12,Asian,1429
2021-12-12,European or Other,3376
2021-12-13,Maori,4678
2021-12-11,Middle Eastern/Latin American/African,309
2021-12-13,Pacific Peoples,3102
2021-12-12,Unknown,93
