LastReportDate,Ethnicity,Cases
2021-09-08,Unknown,28
2021-09-08,Middle Eastern/Latin American/African,164
2021-09-07,Maori,270
2021-09-08,European or Other,1637
2021-09-08,Pacific Peoples,853
2021-09-08,Asian,895
