LastReportDate,Ethnicity,Cases
2021-08-30,Unknown,46
2021-08-29,Middle Eastern/Latin American/African,157
2021-08-30,Maori,246
2021-08-31,European or Other,1613
2021-08-31,Pacific Peoples,643
2021-08-30,Asian,864
