LastReportDate,Ethnicity,Cases
2021-10-17,Unknown,54
2021-10-17,Middle Eastern/Latin American/African,179
2021-10-17,Maori,773
2021-10-17,European or Other,1876
2021-10-17,Pacific Peoples,1187
2021-10-17,Asian,986
