LastReportDate,Ethnicity,Cases
2021-09-12,Unknown,32
2021-09-09,Middle Eastern/Latin American/African,165
2021-09-12,Maori,300
2021-09-12,European or Other,1639
2021-09-13,Pacific Peoples,905
2021-09-12,Asian,908
