LastReportDate,Ethnicity,Cases
2021-10-29,Unknown,84
2021-10-29,Middle Eastern/Latin American/African,203
2021-10-29,Maori,1292
2021-10-29,European or Other,2257
2021-10-29,Pacific Peoples,1394
2021-10-29,Asian,1055
