LastReportDate,Ethnicity,Cases
2021-08-22,Unknown,30
2021-08-19,Middle Eastern/Latin American/African,154
2021-08-22,Maori,211
2021-08-23,European or Other,1568
2021-08-23,Pacific Peoples,283
2021-08-22,Asian,808
