LastReportDate,Ethnicity,Cases
2021-08-13,Unknown,19
2021-08-11,Middle Eastern/Latin American/African,151
2021-06-22,Maori,210
2021-08-11,European or Other,1541
2021-08-09,Pacific Peoples,208
2021-08-11,Asian,785
