LastReportDate,Ethnicity,Cases
2021-09-03,Unknown,26
2021-09-04,Middle Eastern/Latin American/African,163
2021-09-02,Maori,265
2021-09-03,European or Other,1629
2021-09-04,Pacific Peoples,780
2021-09-03,Asian,885
