LastReportDate,Ethnicity,Cases
2021-07-17,Unknown,17
2021-07-21,Middle Eastern/Latin American/African,142
2021-07-24,Maori,211
2021-07-23,European or Other,1524
2021-07-21,Pacific Peoples,207
2021-07-24,Asian,762
