LastReportDate,Ethnicity,Cases
2021-09-06,Unknown,22
2021-09-04,Middle Eastern/Latin American/African,163
2021-09-07,Maori,270
2021-09-07,European or Other,1636
2021-09-08,Pacific Peoples,845
2021-09-07,Asian,893
