LastReportDate,Ethnicity,Cases
2021-11-08,Unknown,76
2021-11-08,Middle Eastern/Latin American/African,224
2021-11-08,Maori,1952
2021-11-08,European or Other,2645
2021-11-08,Pacific Peoples,1721
2021-11-08,Asian,1157
