LastReportDate,Ethnicity,Cases
2021-08-10,Unknown,26
2021-08-10,Middle Eastern/Latin American/African,150
2021-06-22,Maori,210
2021-08-01,European or Other,1538
2021-08-09,Pacific Peoples,208
2021-08-09,Asian,772
