LastReportDate,Ethnicity,Cases
2021-11-01,Unknown,95
2021-11-01,Middle Eastern/Latin American/African,208
2021-11-01,Maori,1490
2021-11-01,European or Other,2379
2021-11-01,Pacific Peoples,1474
2021-11-01,Asian,1077
