LastReportDate,Ethnicity,Cases
2021-12-02,Asian,1350
2021-12-02,European or Other,3234
2021-12-02,Maori,4145
2021-12-01,Middle Eastern/Latin American/African,277
2021-12-02,Pacific Peoples,2737
2021-12-02,Unknown,153
