LastReportDate,Ethnicity,Cases
2021-10-25,Unknown,68
2021-10-25,Middle Eastern/Latin American/African,195
2021-10-26,Maori,1097
2021-10-25,European or Other,2130
2021-10-26,Pacific Peoples,1308
2021-10-25,Asian,1024
