LastReportDate,Ethnicity,Cases
2021-09-20,Unknown,32
2021-09-21,Middle Eastern/Latin American/African,168
2021-09-21,Maori,370
2021-09-21,European or Other,1658
2021-09-22,Pacific Peoples,964
2021-09-21,Asian,927
