LastReportDate,Ethnicity,Cases
2021-09-04,Unknown,21
2021-09-04,Middle Eastern/Latin American/African,163
2021-09-04,Maori,265
2021-09-04,European or Other,1631
2021-09-04,Pacific Peoples,799
2021-09-04,Asian,889
