LastReportDate,Ethnicity,Cases
2021-09-22,Unknown,32
2021-09-23,Middle Eastern/Latin American/African,171
2021-09-22,Maori,375
2021-09-22,European or Other,1658
2021-09-23,Pacific Peoples,979
2021-09-21,Asian,929
