LastReportDate,Ethnicity,Cases
2021-11-28,Asian,1327
2021-11-28,European or Other,3179
2021-11-29,Maori,3920
2021-11-28,Middle Eastern/Latin American/African,273
2021-11-28,Pacific Peoples,2599
2021-11-28,Unknown,147
