LastReportDate,Ethnicity,Cases
2021-12-08,Asian,1393
2021-12-08,European or Other,3317
2021-12-08,Maori,4502
2021-12-09,Middle Eastern/Latin American/African,300
2021-12-08,Pacific Peoples,2945
2021-12-08,Unknown,165
